order_item_id,order_id,product_id,quantity,unit_price,discount_amount,revenue,profit,return_status,return_reason
ITEM02119,ORD01200,PROD0010,1,22999,250,22749,7331,Not Returned,
ITEM02120,ORD01201,PROD0074,1,649,50,599,84,Not Returned,
ITEM02121,ORD01202,PROD0042,1,999,100,899,90,Not Returned,
ITEM02122,ORD01202,PROD0066,1,149,100,49,-55,Not Returned,
ITEM02123,ORD01203,PROD0031,3,999,100,2897,926,Not Returned,
ITEM02124,ORD01203,PROD0001,1,64999,0,64999,13756,Not Returned,
ITEM02125,ORD01204,PROD0074,1,649,100,549,34,Not Returned,
ITEM02126,ORD01204,PROD0019,1,64999,100,64899,14345,Not Returned,
ITEM02127,ORD01205,PROD0058,4,34999,50,139946,21162,Returned,Wrong model received
ITEM02128,ORD01205,PROD0065,2,44999,150,89848,31004,Returned,Wrong model received
ITEM02129,ORD01205,PROD0053,1,10999,50,10949,3748,Returned,Wrong item received
ITEM02130,ORD01206,PROD0023,1,5499,100,5399,1818,Not Returned,
ITEM02131,ORD01207,PROD0001,1,64999,150,64849,13606,Not Returned,
ITEM02132,ORD01208,PROD0067,2,199,100,298,18,Not Returned,
ITEM02133,ORD01209,PROD0038,1,3999,100,3899,817,Not Returned,
ITEM02134,ORD01209,PROD0008,1,19999,50,19949,3491,Not Returned,
ITEM02135,ORD01209,PROD0046,1,699,0,699,183,Not Returned,
ITEM02136,ORD01210,PROD0039,2,899,150,1648,184,Not Returned,
ITEM02137,ORD01210,PROD0034,2,1899,50,3748,684,Not Returned,
ITEM02138,ORD01210,PROD0009,1,32999,0,32999,5768,Not Returned,
ITEM02139,ORD01211,PROD0053,3,10999,100,32897,11294,Returned,Missing parts
ITEM02140,ORD01212,PROD0061,1,26999,0,26999,6567,Returned,Wrong model received
ITEM02141,ORD01212,PROD0006,1,39999,150,39849,8342,Returned,Damaged in transit
ITEM02142,ORD01212,PROD0009,2,32999,50,65948,11486,Returned,Wrong model received
ITEM02143,ORD01213,PROD0066,1,149,0,149,45,Not Returned,
ITEM02144,ORD01213,PROD0083,1,299,0,299,97,Not Returned,
ITEM02145,ORD01213,PROD0053,2,10999,0,21998,7596,Returned,Quality issue
ITEM02146,ORD01214,PROD0028,2,1999,0,3998,922,Not Returned,
ITEM02147,ORD01214,PROD0035,1,1499,100,1399,305,Not Returned,
ITEM02148,ORD01215,PROD0078,1,279,150,129,-108,Not Returned,
ITEM02149,ORD01215,PROD0061,1,26999,50,26949,6517,Not Returned,
ITEM02150,ORD01216,PROD0035,1,1499,50,1449,355,Not Returned,
ITEM02151,ORD01217,PROD0002,1,57999,0,57999,18124,Not Returned,
ITEM02152,ORD01218,PROD0049,2,1899,100,3698,1194,Not Returned,
ITEM02153,ORD01219,PROD0002,1,57999,250,57749,17874,Not Returned,
ITEM02154,ORD01219,PROD0074,1,649,50,599,84,Not Returned,
ITEM02155,ORD01220,PROD0075,1,499,250,249,-144,Not Returned,
ITEM02156,ORD01220,PROD0081,1,399,250,149,-162,Not Returned,
ITEM02157,ORD01220,PROD0071,1,479,250,229,-97,Not Returned,
ITEM02158,ORD01221,PROD0030,3,1199,150,3447,492,Not Returned,
ITEM02159,ORD01221,PROD0012,1,23999,150,23849,5436,Not Returned,
ITEM02160,ORD01221,PROD0046,2,699,0,1398,366,Not Returned,
ITEM02161,ORD01222,PROD0020,1,61999,250,61749,9392,Not Returned,
ITEM02162,ORD01222,PROD0006,1,39999,100,39899,8392,Not Returned,
ITEM02163,ORD01222,PROD0030,1,1199,150,1049,64,Not Returned,
ITEM02164,ORD01223,PROD0047,2,1099,0,2198,496,Not Returned,
ITEM02165,ORD01224,PROD0055,2,1799,250,3348,458,Not Returned,
ITEM02166,ORD01225,PROD0001,1,64999,250,64749,13506,Not Returned,
ITEM02167,ORD01226,PROD0083,3,299,250,647,41,Returned,Missing pages
ITEM02168,ORD01226,PROD0067,1,199,100,99,-41,Returned,Allergic reaction
ITEM02169,ORD01227,PROD0029,1,22999,100,22899,4121,Not Returned,
ITEM02170,ORD01228,PROD0083,1,299,150,149,-53,Not Returned,
ITEM02171,ORD01229,PROD0036,1,2499,100,2399,492,Returned,Quality issue
ITEM02172,ORD01229,PROD0022,3,4299,0,12897,1854,Returned,Defective item
ITEM02173,ORD01230,PROD0057,1,31999,0,31999,9292,Not Returned,
ITEM02174,ORD01230,PROD0025,1,1499,250,1249,100,Not Returned,
ITEM02175,ORD01230,PROD0001,1,64999,0,64999,13756,Not Returned,
ITEM02176,ORD01231,PROD0012,1,23999,0,23999,5586,Not Returned,
ITEM02177,ORD01231,PROD0060,1,15499,100,15399,4373,Not Returned,
ITEM02178,ORD01232,PROD0073,2,399,150,648,32,Not Returned,
ITEM02179,ORD01232,PROD0040,2,1299,100,2498,550,Not Returned,
ITEM02180,ORD01232,PROD0054,3,2999,0,8997,2766,Not Returned,
ITEM02181,ORD01233,PROD0019,1,64999,100,64899,14345,Not Returned,
ITEM02182,ORD01234,PROD0080,1,579,150,429,40,Returned,Damaged packaging
ITEM02183,ORD01235,PROD0022,1,4299,250,4049,368,Not Returned,
ITEM02184,ORD01235,PROD0030,2,1199,100,2298,328,Not Returned,
ITEM02185,ORD01235,PROD0061,1,26999,250,26749,6317,Not Returned,
ITEM02186,ORD01235,PROD0074,2,649,0,1298,268,Not Returned,
ITEM02187,ORD01236,PROD0060,1,15499,250,15249,4223,Not Returned,
ITEM02188,ORD01236,PROD0058,2,34999,100,69898,10506,Not Returned,
ITEM02189,ORD01237,PROD0026,1,3499,0,3499,964,Not Returned,
ITEM02190,ORD01238,PROD0070,2,499,100,898,142,Not Returned,
ITEM02191,ORD01238,PROD0080,1,579,0,579,190,Not Returned,
ITEM02192,ORD01238,PROD0006,2,39999,150,79848,16834,Not Returned,
ITEM02193,ORD01238,PROD0058,1,34999,150,34849,5153,Not Returned,
ITEM02194,ORD01239,PROD0022,2,4299,0,8598,1236,Not Returned,
ITEM02195,ORD01239,PROD0052,1,2799,100,2699,872,Not Returned,
ITEM02196,ORD01240,PROD0020,2,61999,100,123898,19184,Not Returned,
ITEM02197,ORD01240,PROD0003,1,67999,100,67899,20964,Not Returned,
ITEM02198,ORD01241,PROD0081,2,399,150,648,26,Not Returned,
ITEM02199,ORD01242,PROD0043,2,1199,150,2248,492,Not Returned,
ITEM02200,ORD01243,PROD0020,2,61999,150,123848,19134,Not Returned,
ITEM02201,ORD01243,PROD0073,1,399,100,299,-9,Not Returned,
ITEM02202,ORD01244,PROD0013,2,47999,0,95998,21978,Returned,Not as described
ITEM02203,ORD01244,PROD0066,1,149,100,49,-55,Returned,Expired product concern
ITEM02204,ORD01244,PROD0018,2,89999,150,179848,33964,Returned,Defective item
ITEM02205,ORD01245,PROD0007,1,23999,100,23899,7994,Not Returned,
ITEM02206,ORD01245,PROD0059,1,49999,0,49999,10539,Not Returned,
ITEM02207,ORD01245,PROD0076,2,179,0,358,86,Not Returned,
ITEM02208,ORD01246,PROD0066,2,149,100,198,-10,Not Returned,
ITEM02209,ORD01246,PROD0056,1,1199,50,1149,366,Not Returned,
ITEM02210,ORD01246,PROD0039,1,899,100,799,67,Not Returned,
ITEM02211,ORD01247,PROD0067,2,199,0,398,118,Not Returned,
ITEM02212,ORD01248,PROD0046,2,699,0,1398,366,Not Returned,
ITEM02213,ORD01249,PROD0013,2,47999,250,95748,21728,Not Returned,
ITEM02214,ORD01250,PROD0042,1,999,250,749,-60,Not Returned,
ITEM02215,ORD01251,PROD0041,1,1599,250,1349,282,Not Returned,
ITEM02216,ORD01251,PROD0057,1,31999,100,31899,9192,Not Returned,
ITEM02217,ORD01251,PROD0005,2,24999,250,49748,10888,Not Returned,
ITEM02218,ORD01252,PROD0029,2,22999,50,45948,8392,Not Returned,
ITEM02219,ORD01252,PROD0067,1,199,150,49,-91,Not Returned,
ITEM02220,ORD01252,PROD0036,1,2499,0,2499,592,Not Returned,
ITEM02221,ORD01253,PROD0062,4,32999,250,131746,21926,Not Returned,
ITEM02222,ORD01254,PROD0014,4,52999,50,211946,34850,Not Returned,
ITEM02223,ORD01254,PROD0020,1,61999,150,61849,9492,Not Returned,
ITEM02224,ORD01254,PROD0030,1,1199,250,949,-36,Not Returned,
ITEM02225,ORD01255,PROD0069,2,549,150,948,28,Not Returned,
ITEM02226,ORD01255,PROD0078,3,279,100,737,26,Not Returned,
ITEM02227,ORD01255,PROD0010,1,22999,0,22999,7581,Not Returned,
ITEM02228,ORD01256,PROD0081,1,399,50,349,38,Not Returned,
ITEM02229,ORD01256,PROD0035,1,1499,100,1399,305,Not Returned,
ITEM02230,ORD01256,PROD0046,1,699,50,649,133,Not Returned,
ITEM02231,ORD01256,PROD0055,1,1799,0,1799,354,Not Returned,
ITEM02232,ORD01257,PROD0055,1,1799,0,1799,354,Not Returned,
ITEM02233,ORD01257,PROD0039,3,899,150,2547,351,Not Returned,
ITEM02234,ORD01257,PROD0003,1,67999,0,67999,21064,Not Returned,
ITEM02235,ORD01258,PROD0065,3,44999,50,134947,46681,Not Returned,
ITEM02236,ORD01258,PROD0027,1,1799,100,1699,436,Not Returned,
ITEM02237,ORD01259,PROD0021,2,1499,250,2748,518,Not Returned,
ITEM02238,ORD01260,PROD0030,1,1199,150,1049,64,Not Returned,
ITEM02239,ORD01260,PROD0014,1,52999,0,52999,8725,Not Returned,
ITEM02240,ORD01261,PROD0043,3,1199,250,3347,713,Returned,Quality issue
ITEM02241,ORD01261,PROD0072,2,999,0,1998,512,Returned,Allergic reaction
ITEM02242,ORD01261,PROD0048,1,1899,0,1899,271,Returned,Wrong item received
ITEM02243,ORD01262,PROD0048,1,1899,250,1649,21,Not Returned,
ITEM02244,ORD01262,PROD0009,1,32999,100,32899,5668,Not Returned,
ITEM02245,ORD01262,PROD0071,1,479,100,379,53,Not Returned,
ITEM02246,ORD01263,PROD0050,2,3199,250,6148,1780,Not Returned,
ITEM02247,ORD01264,PROD0016,1,59999,250,59749,8170,Not Returned,
ITEM02248,ORD01265,PROD0084,3,149,100,347,41,Not Returned,
ITEM02249,ORD01265,PROD0011,3,25999,150,77847,23988,Not Returned,
ITEM02250,ORD01266,PROD0001,1,64999,0,64999,13756,Not Returned,
ITEM02251,ORD01267,PROD0013,1,47999,150,47849,10839,Not Returned,
ITEM02252,ORD01268,PROD0037,2,2999,50,5948,1858,Not Returned,
ITEM02253,ORD01268,PROD0013,2,47999,250,95748,21728,Not Returned,
ITEM02254,ORD01268,PROD0030,1,1199,250,949,-36,Not Returned,
ITEM02255,ORD01269,PROD0076,1,179,100,79,-57,Not Returned,
ITEM02256,ORD01269,PROD0033,1,2299,250,2049,354,Not Returned,
ITEM02257,ORD01269,PROD0072,1,999,250,749,6,Not Returned,
ITEM02258,ORD01270,PROD0037,4,2999,0,11996,3816,Not Returned,
ITEM02259,ORD01270,PROD0082,1,249,0,249,52,Not Returned,
ITEM02260,ORD01271,PROD0045,2,2299,150,4448,1148,Not Returned,
ITEM02261,ORD01271,PROD0004,1,30999,0,30999,6567,Not Returned,
ITEM02262,ORD01271,PROD0074,1,649,0,649,134,Not Returned,
ITEM02263,ORD01272,PROD0058,1,34999,150,34849,5153,Not Returned,
ITEM02264,ORD01273,PROD0053,1,10999,50,10949,3748,Not Returned,
ITEM02265,ORD01273,PROD0056,2,1199,0,2398,832,Not Returned,
ITEM02266,ORD01273,PROD0010,1,22999,0,22999,7581,Not Returned,
ITEM02267,ORD01273,PROD0001,1,64999,0,64999,13756,Not Returned,
ITEM02268,ORD01274,PROD0029,1,22999,150,22849,4071,Not Returned,
ITEM02269,ORD01275,PROD0027,2,1799,100,3498,972,Not Returned,
ITEM02270,ORD01276,PROD0063,2,28999,0,57998,8526,Returned,Wrong model received
ITEM02271,ORD01276,PROD0046,3,699,150,1947,399,Returned,Size issue
ITEM02272,ORD01276,PROD0080,1,579,250,329,-60,Returned,Late delivery
ITEM02273,ORD01277,PROD0052,1,2799,50,2749,922,Returned,Damaged product
ITEM02274,ORD01278,PROD0028,2,1999,50,3948,872,Not Returned,
ITEM02275,ORD01278,PROD0032,1,1599,100,1499,151,Not Returned,
ITEM02276,ORD01279,PROD0040,1,1299,100,1199,225,Not Returned,
ITEM02277,ORD01280,PROD0050,1,3199,0,3199,1015,Not Returned,
ITEM02278,ORD01281,PROD0075,2,499,50,948,162,Not Returned,
ITEM02279,ORD01282,PROD0079,1,559,150,409,-63,Not Returned,
ITEM02280,ORD01282,PROD0082,2,249,100,398,4,Not Returned,
ITEM02281,ORD01283,PROD0034,2,1899,50,3748,684,Not Returned,
ITEM02282,ORD01284,PROD0071,1,479,0,479,153,Not Returned,
ITEM02283,ORD01285,PROD0009,2,32999,0,65998,11536,Not Returned,
ITEM02284,ORD01286,PROD0035,3,1499,100,4397,1115,Not Returned,
ITEM02285,ORD01286,PROD0037,1,2999,0,2999,954,Not Returned,
ITEM02286,ORD01286,PROD0033,1,2299,150,2149,454,Not Returned,
ITEM02287,ORD01287,PROD0001,1,64999,0,64999,13756,Not Returned,
ITEM02288,ORD01288,PROD0047,1,1099,250,849,-2,Not Returned,
ITEM02289,ORD01289,PROD0062,1,32999,0,32999,5544,Not Returned,
ITEM02290,ORD01290,PROD0034,2,1899,150,3648,584,Returned,Wrong item received
ITEM02291,ORD01291,PROD0060,2,15499,0,30998,8946,Not Returned,
ITEM02292,ORD01291,PROD0076,1,179,250,0,-136,Not Returned,
ITEM02293,ORD01292,PROD0002,1,57999,50,57949,18074,Not Returned,
ITEM02294,ORD01293,PROD0064,2,36999,100,73898,21062,Not Returned,
ITEM02295,ORD01294,PROD0068,2,329,150,508,-50,Not Returned,
ITEM02296,ORD01295,PROD0069,1,549,0,549,89,Not Returned,
ITEM02297,ORD01296,PROD0011,1,25999,0,25999,8046,Returned,Damaged in transit
ITEM02298,ORD01297,PROD0062,1,32999,0,32999,5544,Not Returned,
ITEM02299,ORD01298,PROD0002,1,57999,100,57899,18024,Not Returned,
ITEM02300,ORD01298,PROD0063,1,28999,150,28849,4113,Not Returned,
ITEM02301,ORD01298,PROD0071,2,479,250,708,56,Not Returned,
ITEM02302,ORD01299,PROD0055,1,1799,100,1699,254,Not Returned,
ITEM02303,ORD01299,PROD0039,1,899,150,749,17,Not Returned,
ITEM02304,ORD01300,PROD0055,2,1799,250,3348,458,Not Returned,
ITEM02305,ORD01301,PROD0010,1,22999,250,22749,7331,Not Returned,
ITEM02306,ORD01301,PROD0048,1,1899,0,1899,271,Not Returned,
ITEM02307,ORD01301,PROD0034,1,1899,150,1749,217,Not Returned,
ITEM02308,ORD01302,PROD0083,2,299,50,548,144,Not Returned,
ITEM02309,ORD01303,PROD0003,1,67999,250,67749,20814,Not Returned,
ITEM02310,ORD01303,PROD0042,1,999,50,949,140,Not Returned,
ITEM02311,ORD01303,PROD0018,2,89999,0,179998,34114,Not Returned,
ITEM02312,ORD01304,PROD0062,1,32999,50,32949,5494,Not Returned,
ITEM02313,ORD01305,PROD0076,1,179,0,179,43,Not Returned,
ITEM02314,ORD01306,PROD0052,1,2799,0,2799,972,Not Returned,
ITEM02315,ORD01307,PROD0019,1,64999,0,64999,14445,Not Returned,
ITEM02316,ORD01307,PROD0017,1,57999,0,57999,13600,Not Returned,
ITEM02317,ORD01308,PROD0030,2,1199,0,2398,428,Not Returned,
ITEM02318,ORD01308,PROD0076,1,179,0,179,43,Not Returned,
ITEM02319,ORD01308,PROD0017,2,57999,150,115848,27050,Not Returned,
ITEM02320,ORD01308,PROD0024,3,1299,0,3897,1347,Not Returned,
ITEM02321,ORD01309,PROD0040,1,1299,150,1149,175,Returned,Size issue
ITEM02322,ORD01310,PROD0083,1,299,0,299,97,Not Returned,
ITEM02323,ORD01311,PROD0015,2,54999,50,109948,29174,Not Returned,
ITEM02324,ORD01311,PROD0028,1,1999,100,1899,361,Not Returned,
ITEM02325,ORD01311,PROD0021,2,1499,50,2948,718,Not Returned,
ITEM02326,ORD01311,PROD0032,1,1599,50,1549,201,Not Returned,
ITEM02327,ORD01312,PROD0052,1,2799,50,2749,922,Returned,Wrong item received
ITEM02328,ORD01313,PROD0001,1,64999,150,64849,13606,Not Returned,
ITEM02329,ORD01314,PROD0055,1,1799,250,1549,104,Not Returned,
ITEM02330,ORD01314,PROD0025,2,1499,50,2948,650,Not Returned,
ITEM02331,ORD01315,PROD0082,2,249,0,498,104,Not Returned,
ITEM02332,ORD01315,PROD0061,1,26999,150,26849,6417,Not Returned,
ITEM02333,ORD01316,PROD0081,1,399,100,299,-12,Not Returned,
ITEM02334,ORD01316,PROD0047,1,1099,0,1099,248,Not Returned,
ITEM02335,ORD01317,PROD0050,4,3199,100,12696,3960,Returned,Quality issue
ITEM02336,ORD01318,PROD0073,1,399,100,299,-9,Not Returned,
ITEM02337,ORD01318,PROD0009,4,32999,50,131946,23022,Not Returned,
ITEM02338,ORD01318,PROD0035,2,1499,250,2748,560,Not Returned,
ITEM02339,ORD01319,PROD0080,1,579,0,579,190,Not Returned,
ITEM02340,ORD01319,PROD0054,2,2999,50,5948,1794,Not Returned,
ITEM02341,ORD01320,PROD0075,2,499,0,998,212,Returned,Late delivery
ITEM02342,ORD01321,PROD0035,2,1499,250,2748,560,Not Returned,
ITEM02343,ORD01321,PROD0051,1,899,150,749,119,Not Returned,
ITEM02344,ORD01321,PROD0056,2,1199,100,2298,732,Not Returned,
ITEM02345,ORD01322,PROD0074,3,649,250,1697,152,Not Returned,
ITEM02346,ORD01322,PROD0071,1,479,50,429,103,Not Returned,
ITEM02347,ORD01323,PROD0050,1,3199,150,3049,865,Not Returned,
ITEM02348,ORD01324,PROD0014,1,52999,0,52999,8725,Not Returned,
ITEM02349,ORD01325,PROD0083,2,299,100,498,94,Returned,Wrong item received
ITEM02350,ORD01326,PROD0071,1,479,0,479,153,Returned,Wrong item received
ITEM02351,ORD01326,PROD0029,1,22999,50,22949,4171,Returned,Not as described
ITEM02352,ORD01327,PROD0074,1,649,0,649,134,Not Returned,
ITEM02353,ORD01328,PROD0038,1,3999,250,3749,667,Not Returned,
ITEM02354,ORD01328,PROD0073,2,399,150,648,32,Not Returned,
ITEM02355,ORD01329,PROD0013,1,47999,0,47999,10989,Not Returned,
ITEM02356,ORD01330,PROD0013,3,47999,150,143847,32817,Not Returned,
ITEM02357,ORD01330,PROD0051,2,899,0,1798,538,Returned,Damaged product
ITEM02358,ORD01331,PROD0027,1,1799,100,1699,436,Returned,Defective item
ITEM02359,ORD01332,PROD0022,2,4299,0,8598,1236,Returned,Defective item
ITEM02360,ORD01333,PROD0079,1,559,100,459,-13,Not Returned,
ITEM02361,ORD01334,PROD0003,2,67999,150,135848,41978,Not Returned,
ITEM02362,ORD01334,PROD0072,1,999,0,999,256,Not Returned,
ITEM02363,ORD01334,PROD0018,1,89999,0,89999,17057,Not Returned,
ITEM02364,ORD01334,PROD0050,1,3199,100,3099,915,Not Returned,
ITEM02365,ORD01335,PROD0036,2,2499,250,4748,934,Not Returned,
ITEM02366,ORD01336,PROD0022,1,4299,100,4199,518,Not Returned,
ITEM02367,ORD01336,PROD0050,1,3199,0,3199,1015,Not Returned,
ITEM02368,ORD01336,PROD0038,1,3999,100,3899,817,Not Returned,
ITEM02369,ORD01337,PROD0075,3,499,150,1347,168,Not Returned,
ITEM02370,ORD01338,PROD0028,1,1999,150,1849,311,Not Returned,
ITEM02371,ORD01339,PROD0011,4,25999,0,103996,32184,Not Returned,
ITEM02372,ORD01340,PROD0053,2,10999,100,21898,7496,Not Returned,
ITEM02373,ORD01341,PROD0012,1,23999,250,23749,5336,Returned,Wrong model received
ITEM02374,ORD01341,PROD0080,1,579,0,579,190,Not Returned,
ITEM02375,ORD01342,PROD0050,1,3199,50,3149,965,Not Returned,
ITEM02376,ORD01343,PROD0015,2,54999,0,109998,29224,Not Returned,
ITEM02377,ORD01343,PROD0052,1,2799,150,2649,822,Returned,Damaged product
ITEM02378,ORD01344,PROD0030,1,1199,50,1149,164,Not Returned,
ITEM02379,ORD01345,PROD0054,4,2999,50,11946,3638,Not Returned,
ITEM02380,ORD01345,PROD0062,1,32999,0,32999,5544,Not Returned,
ITEM02381,ORD01345,PROD0027,1,1799,150,1649,386,Not Returned,
ITEM02382,ORD01346,PROD0034,2,1899,0,3798,734,Returned,Wrong item received
ITEM02383,ORD01346,PROD0012,1,23999,0,23999,5586,Returned,Defective item
ITEM02384,ORD01347,PROD0033,3,2299,0,6897,1812,Not Returned,
ITEM02385,ORD01348,PROD0037,1,2999,250,2749,704,Not Returned,
ITEM02386,ORD01349,PROD0004,2,30999,250,61748,12884,Not Returned,
ITEM02387,ORD01349,PROD0007,3,23999,0,71997,24282,Not Returned,
ITEM02388,ORD01350,PROD0005,1,24999,100,24899,5469,Not Returned,
ITEM02389,ORD01350,PROD0020,3,61999,0,185997,28926,Not Returned,
ITEM02390,ORD01350,PROD0068,1,329,150,179,-100,Not Returned,
ITEM02391,ORD01351,PROD0010,1,22999,0,22999,7581,Returned,Defective item
ITEM02392,ORD01351,PROD0080,4,579,0,2316,760,Returned,Late delivery
ITEM02393,ORD01351,PROD0078,1,279,250,29,-208,Returned,Late delivery
ITEM02394,ORD01351,PROD0006,1,39999,50,39949,8442,Returned,Wrong model received
ITEM02395,ORD01352,PROD0027,1,1799,250,1549,286,Not Returned,
ITEM02396,ORD01352,PROD0041,4,1599,0,6396,2128,Not Returned,
ITEM02397,ORD01352,PROD0026,3,3499,150,10347,2742,Not Returned,
ITEM02398,ORD01352,PROD0010,3,22999,100,68897,22643,Not Returned,
ITEM02399,ORD01353,PROD0062,1,32999,250,32749,5294,Not Returned,
ITEM02400,ORD01354,PROD0064,3,36999,250,110747,31493,Not Returned,
ITEM02401,ORD01354,PROD0015,1,54999,250,54749,14362,Not Returned,
ITEM02402,ORD01354,PROD0027,1,1799,0,1799,536,Not Returned,
ITEM02403,ORD01355,PROD0039,4,899,150,3446,518,Returned,Size issue
ITEM02404,ORD01355,PROD0060,1,15499,0,15499,4473,Returned,Damaged in transit
ITEM02405,ORD01355,PROD0001,2,64999,100,129898,27412,Returned,Damaged in transit
ITEM02406,ORD01355,PROD0021,1,1499,100,1399,284,Returned,Defective item
ITEM02407,ORD01356,PROD0078,4,279,100,1016,68,Not Returned,
ITEM02408,ORD01356,PROD0028,2,1999,50,3948,872,Not Returned,
ITEM02409,ORD01357,PROD0038,3,3999,0,11997,2751,Not Returned,
ITEM02410,ORD01358,PROD0011,1,25999,250,25749,7796,Not Returned,
ITEM02411,ORD01359,PROD0015,1,54999,150,54849,14462,Not Returned,
ITEM02412,ORD01359,PROD0049,4,1899,0,7596,2588,Not Returned,
ITEM02413,ORD01360,PROD0020,1,61999,50,61949,9592,Not Returned,
ITEM02414,ORD01361,PROD0010,3,22999,0,68997,22743,Not Returned,
ITEM02415,ORD01361,PROD0031,1,999,250,749,92,Not Returned,
ITEM02416,ORD01361,PROD0011,2,25999,100,51898,15992,Not Returned,
ITEM02417,ORD01362,PROD0045,1,2299,50,2249,599,Returned,Color mismatch
ITEM02418,ORD01362,PROD0044,2,2599,100,5098,1452,Returned,Quality issue
ITEM02419,ORD01363,PROD0001,1,64999,100,64899,13656,Not Returned,
ITEM02420,ORD01363,PROD0018,2,89999,0,179998,34114,Not Returned,
ITEM02421,ORD01363,PROD0082,3,249,100,647,56,Not Returned,
ITEM02422,ORD01364,PROD0077,1,145,150,0,-116,Not Returned,
ITEM02423,ORD01364,PROD0079,1,559,100,459,-13,Not Returned,
ITEM02424,ORD01365,PROD0077,4,145,0,580,116,Not Returned,
ITEM02425,ORD01365,PROD0029,1,22999,250,22749,3971,Not Returned,
ITEM02426,ORD01366,PROD0058,1,34999,250,34749,5053,Returned,Wrong model received
ITEM02427,ORD01367,PROD0047,2,1099,50,2148,446,Not Returned,
ITEM02428,ORD01368,PROD0024,2,1299,100,2498,798,Not Returned,
ITEM02429,ORD01368,PROD0058,1,34999,250,34749,5053,Not Returned,
ITEM02430,ORD01368,PROD0082,1,249,50,199,2,Not Returned,
ITEM02431,ORD01369,PROD0003,2,67999,0,135998,42128,Not Returned,
ITEM02432,ORD01370,PROD0036,4,2499,100,9896,2268,Not Returned,
ITEM02433,ORD01370,PROD0015,1,54999,100,54899,14512,Not Returned,
ITEM02434,ORD01370,PROD0029,3,22999,50,68947,12613,Not Returned,
ITEM02435,ORD01370,PROD0001,1,64999,250,64749,13506,Not Returned,
ITEM02436,ORD01371,PROD0014,1,52999,250,52749,8475,Not Returned,
ITEM02437,ORD01371,PROD0001,1,64999,150,64849,13606,Not Returned,
ITEM02438,ORD01372,PROD0013,1,47999,0,47999,10989,Returned,Not as described
ITEM02439,ORD01372,PROD0063,1,28999,150,28849,4113,Not Returned,
ITEM02440,ORD01373,PROD0021,1,1499,0,1499,384,Not Returned,
ITEM02441,ORD01374,PROD0024,1,1299,50,1249,399,Returned,Damaged in transit
ITEM02442,ORD01374,PROD0023,1,5499,0,5499,1918,Not Returned,
ITEM02443,ORD01375,PROD0078,1,279,50,229,-8,Returned,Late delivery
ITEM02444,ORD01376,PROD0071,1,479,150,329,3,Not Returned,
ITEM02445,ORD01377,PROD0014,2,52999,0,105998,17450,Returned,Damaged in transit
ITEM02446,ORD01378,PROD0041,1,1599,100,1499,432,Not Returned,
ITEM02447,ORD01378,PROD0025,1,1499,250,1249,100,Not Returned,
ITEM02448,ORD01379,PROD0001,2,64999,100,129898,27412,Returned,Damaged in transit
ITEM02449,ORD01380,PROD0047,4,1099,150,4246,842,Not Returned,
ITEM02450,ORD01381,PROD0060,1,15499,0,15499,4473,Not Returned,
ITEM02451,ORD01381,PROD0068,3,329,0,987,150,Not Returned,
ITEM02452,ORD01382,PROD0004,2,30999,250,61748,12884,Not Returned,
ITEM02453,ORD01382,PROD0039,1,899,0,899,167,Not Returned,
ITEM02454,ORD01382,PROD0014,3,52999,0,158997,26175,Not Returned,
ITEM02455,ORD01383,PROD0013,1,47999,100,47899,10889,Not Returned,
ITEM02456,ORD01383,PROD0084,2,149,50,248,44,Not Returned,
ITEM02457,ORD01384,PROD0071,1,479,250,229,-97,Not Returned,
ITEM02458,ORD01384,PROD0005,1,24999,150,24849,5419,Not Returned,
ITEM02459,ORD01385,PROD0045,1,2299,150,2149,499,Not Returned,
ITEM02460,ORD01386,PROD0030,2,1199,250,2148,178,Returned,Color mismatch
ITEM02461,ORD01386,PROD0060,1,15499,250,15249,4223,Returned,Wrong model received
ITEM02462,ORD01386,PROD0072,1,999,0,999,256,Returned,Expired product concern
ITEM02463,ORD01386,PROD0075,1,499,0,499,106,Returned,Late delivery
ITEM02464,ORD01387,PROD0071,3,479,50,1387,409,Not Returned,
ITEM02465,ORD01387,PROD0042,1,999,0,999,190,Not Returned,
ITEM02466,ORD01387,PROD0045,1,2299,150,2149,499,Not Returned,
ITEM02467,ORD01388,PROD0054,2,2999,100,5898,1744,Not Returned,
ITEM02468,ORD01389,PROD0039,1,899,0,899,167,Not Returned,
ITEM02469,ORD01390,PROD0070,1,499,0,499,121,Not Returned,
ITEM02470,ORD01390,PROD0055,1,1799,100,1699,254,Not Returned,
ITEM02471,ORD01391,PROD0035,1,1499,0,1499,405,Not Returned,
ITEM02472,ORD01392,PROD0041,1,1599,100,1499,432,Not Returned,
ITEM02473,ORD01393,PROD0029,1,22999,150,22849,4071,Not Returned,
ITEM02474,ORD01394,PROD0071,1,479,0,479,153,Not Returned,
ITEM02475,ORD01394,PROD0008,2,19999,150,39848,6932,Not Returned,
ITEM02476,ORD01395,PROD0062,2,32999,150,65848,10938,Not Returned,
ITEM02477,ORD01396,PROD0051,1,899,100,799,169,Not Returned,
ITEM02478,ORD01396,PROD0038,2,3999,100,7898,1734,Not Returned,
ITEM02479,ORD01397,PROD0024,1,1299,250,1049,199,Not Returned,
