ticket_id,order_id,customer_id,ticket_date,issue_category,issue_description,priority,ticket_status,resolution_days,customer_satisfaction_score
TICK00518,ORD00910,CUST0287,2025-01-02,Delivery,Delivery partner did not call before marking delivery failed,High,Closed,9.0,3.0
TICK00519,ORD00505,CUST0383,2024-11-09,Refund,Refund amount is incorrect,Low,Closed,8.0,4.0
TICK00520,ORD01217,CUST0224,2024-04-14,App/Website,Coupon code is not applying,Low,Escalated,1.0,
TICK00521,ORD00804,CUST0633,2024-08-13,Delivery,Order was delivered very late,Low,Open,,
TICK00522,ORD01907,CUST0504,2024-06-01,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,7.0,2.0
TICK00523,ORD00667,CUST0570,2024-05-28,App/Website,Unable to login to my account,Medium,Closed,8.0,4.0
TICK00524,ORD01508,CUST0455,2024-02-29,App/Website,Coupon code is not applying,Medium,Closed,6.0,5.0
TICK00525,ORD02050,CUST0710,2024-03-15,Product,Received damaged product and box was opened,Low,Closed,2.0,1.0
TICK00526,ORD00640,CUST0282,2024-04-19,Return,Return request is not getting approved,Low,Escalated,3.0,
TICK00527,ORD01842,CUST0285,2024-11-20,Return,Return process is taking too much time,Medium,Closed,1.0,5.0
TICK00528,ORD00356,CUST0715,2024-11-02,Payment,Payment status is showing pending,High,Open,,
TICK00529,ORD01673,CUST0754,2024-04-10,Product,Received damaged product and box was opened,Medium,Closed,6.0,3.0
TICK00530,ORD02371,CUST0771,2024-10-07,App/Website,App is crashing during checkout,Low,Closed,2.0,2.0
TICK00531,ORD02441,CUST0466,2024-10-10,Delivery,Package tracking is not updating properly,Low,Closed,8.0,4.0
TICK00532,ORD00854,CUST0713,2024-05-04,Delivery,Package tracking is not updating properly,High,Closed,2.0,2.0
TICK00533,ORD00005,CUST0333,2024-09-04,Refund,Refund is delayed for more than one week,High,Open,,
TICK00534,ORD01444,CUST0162,2024-06-02,Return,Return pickup has not been completed,Low,Closed,8.0,2.0
TICK00535,ORD01642,CUST0644,2024-01-14,Return,Return request is not getting approved,High,Closed,3.0,2.0
TICK00536,ORD00996,CUST0108,2024-03-08,Refund,Refund is delayed for more than one week,Low,Open,,
TICK00537,ORD00577,CUST0121,2024-04-21,Payment,Cash on Delivery option is not available,Medium,Closed,7.0,3.0
TICK00538,ORD02012,CUST0800,2025-01-06,Product,Received damaged product and box was opened,Low,Open,,
TICK00539,ORD01385,CUST0029,2024-10-14,Refund,Refund not received even after return pickup,Low,Closed,6.0,3.0
TICK00540,ORD00248,CUST0046,2024-02-03,Refund,Refund status is not updated,Medium,Closed,5.0,1.0
TICK00541,ORD00637,CUST0634,2024-10-13,App/Website,Product page is not loading properly,Low,Closed,6.0,3.0
TICK00542,ORD00895,CUST0768,2024-04-06,App/Website,Product page is not loading properly,Medium,Closed,8.0,1.0
TICK00543,ORD02033,CUST0115,2024-04-18,Product,Product is not working properly,Medium,Closed,8.0,2.0
TICK00544,ORD01731,CUST0371,2024-07-02,Delivery,Order was delivered very late,Low,Closed,3.0,2.0
TICK00545,ORD01563,CUST0763,2024-05-06,Product,Product is not working properly,Low,Closed,2.0,4.0
TICK00546,ORD01830,CUST0299,2024-06-20,Refund,Refund is delayed for more than one week,Low,Open,,
TICK00547,ORD00554,CUST0732,2024-02-12,Product,Product quality is not good compared to description,High,Closed,4.0,3.0
TICK00548,ORD00007,CUST0321,2024-07-28,Refund,Refund status is not updated,Medium,Closed,7.0,5.0
TICK00549,ORD01632,CUST0381,2024-10-27,Product,Product is not working properly,Medium,Open,,
TICK00550,ORD00349,CUST0617,2024-04-25,Payment,Payment failed but amount was deducted,Medium,Open,,
TICK00551,ORD02162,CUST0403,2024-03-27,App/Website,App is crashing during checkout,Low,Closed,9.0,5.0
TICK00552,ORD01421,CUST0633,2024-08-06,Product,Product is not working properly,Low,Closed,4.0,5.0
TICK00553,ORD00254,CUST0471,2024-10-27,Refund,Refund status is not updated,Medium,Closed,4.0,4.0
TICK00554,ORD00390,CUST0692,2024-09-21,Refund,Refund amount is incorrect,Low,Open,,
TICK00555,ORD00722,CUST0378,2024-01-08,Return,Return request is not getting approved,High,Open,,
TICK00556,ORD00392,CUST0270,2024-09-23,Refund,Refund status is not updated,Low,Closed,5.0,2.0
TICK00557,ORD00579,CUST0102,2024-03-23,Delivery,My order is delayed and I have not received any update,Medium,Closed,9.0,4.0
TICK00558,ORD00318,CUST0158,2024-05-21,App/Website,Unable to login to my account,Medium,Closed,4.0,5.0
TICK00559,ORD01978,CUST0187,2024-07-24,Refund,Refund is delayed for more than one week,Low,Closed,9.0,2.0
TICK00560,ORD00724,CUST0353,2024-04-13,Payment,Cash on Delivery option is not available,Low,Open,,
TICK00561,ORD00700,CUST0642,2024-11-21,Delivery,My order is delayed and I have not received any update,Medium,Closed,6.0,4.0
TICK00562,ORD00790,CUST0211,2024-05-03,Delivery,My order is delayed and I have not received any update,Low,Open,,
TICK00563,ORD02013,CUST0532,2024-12-14,Refund,Refund amount is incorrect,Medium,Closed,7.0,2.0
TICK00564,ORD01141,CUST0027,2024-12-23,App/Website,Coupon code is not applying,Medium,Closed,5.0,1.0
TICK00565,ORD00405,CUST0103,2024-12-25,Product,Product is not working properly,Low,Closed,1.0,5.0
TICK00566,ORD02024,CUST0470,2025-01-01,Delivery,My order is delayed and I have not received any update,Low,Closed,1.0,4.0
TICK00567,ORD01674,CUST0430,2024-03-12,Refund,Refund status is not updated,Medium,Escalated,4.0,
TICK00568,ORD00882,CUST0617,2024-10-27,Delivery,Package tracking is not updating properly,Medium,Closed,1.0,5.0
TICK00569,ORD01475,CUST0760,2024-10-21,Payment,Cash on Delivery option is not available,Medium,Closed,5.0,2.0
TICK00570,ORD00313,CUST0655,2024-06-01,Product,Product is not working properly,Low,Open,,
TICK00571,ORD01703,CUST0578,2024-07-24,App/Website,Coupon code is not applying,Medium,Closed,7.0,2.0
TICK00572,ORD00181,CUST0266,2024-03-05,Delivery,Package tracking is not updating properly,Medium,Closed,9.0,1.0
TICK00573,ORD00426,CUST0704,2024-11-12,Product,Product is not working properly,High,Closed,1.0,5.0
TICK00574,ORD01093,CUST0764,2024-12-26,Payment,Payment status is showing pending,Low,Closed,9.0,3.0
TICK00575,ORD00524,CUST0540,2024-11-27,Delivery,Order was delivered very late,Low,Closed,1.0,1.0
TICK00576,ORD02457,CUST0248,2024-08-31,Refund,Refund is delayed for more than one week,Low,Open,,
TICK00577,ORD00252,CUST0303,2024-05-04,Delivery,Order was delivered very late,Low,Closed,8.0,3.0
TICK00578,ORD01768,CUST0527,2024-10-07,Delivery,My order is delayed and I have not received any update,Low,Closed,2.0,2.0
TICK00579,ORD01409,CUST0396,2025-01-01,Return,Return request is not getting approved,Low,Closed,1.0,3.0
TICK00580,ORD00738,CUST0568,2024-05-09,App/Website,App is crashing during checkout,High,Closed,6.0,5.0
TICK00581,ORD02167,CUST0684,2024-04-07,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,1.0,4.0
TICK00582,ORD00149,CUST0186,2024-10-11,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,3.0,4.0
TICK00583,ORD01726,CUST0249,2024-02-21,Return,Return process is taking too much time,Medium,Closed,1.0,5.0
TICK00584,ORD00019,CUST0751,2024-03-06,Product,Product quality is not good compared to description,High,Open,,
TICK00585,ORD01179,CUST0097,2024-08-30,Return,Return process is taking too much time,Medium,Open,,
TICK00586,ORD02302,CUST0384,2024-09-22,Delivery,My order is delayed and I have not received any update,Low,Closed,3.0,2.0
TICK00587,ORD00721,CUST0481,2024-06-11,Delivery,My order is delayed and I have not received any update,Medium,Escalated,3.0,
TICK00588,ORD00560,CUST0520,2024-05-03,Payment,Unable to complete payment using UPI,High,Closed,2.0,5.0
TICK00589,ORD02419,CUST0087,2024-12-28,Delivery,Order was delivered very late,High,Closed,7.0,5.0
TICK00590,ORD00272,CUST0636,2024-07-21,Delivery,Order was delivered very late,Medium,Closed,1.0,4.0
TICK00591,ORD01784,CUST0354,2024-02-20,Product,Product quality is not good compared to description,Low,Closed,5.0,3.0
TICK00592,ORD01288,CUST0511,2024-02-05,App/Website,Unable to login to my account,Medium,Closed,7.0,2.0
TICK00593,ORD00742,CUST0382,2024-12-08,Product,Received damaged product and box was opened,High,Closed,2.0,4.0
TICK00594,ORD01583,CUST0714,2024-07-25,Return,Return process is taking too much time,Low,Open,,
TICK00595,ORD00290,CUST0211,2024-10-19,Payment,Payment status is showing pending,Low,Open,,
TICK00596,ORD01775,CUST0651,2024-06-17,Delivery,Delivery partner did not call before marking delivery failed,Medium,Closed,6.0,1.0
TICK00597,ORD00986,CUST0693,2024-08-16,Product,Product quality is not good compared to description,Low,Closed,8.0,2.0
TICK00598,ORD00695,CUST0230,2024-02-08,Payment,Cash on Delivery option is not available,High,Closed,5.0,1.0
TICK00599,ORD00014,CUST0662,2024-08-21,Refund,Refund status is not updated,Medium,Open,,
TICK00600,ORD02203,CUST0327,2024-09-23,Return,Return request is not getting approved,Low,Closed,4.0,4.0
TICK00601,ORD00824,CUST0707,2024-06-15,App/Website,Coupon code is not applying,High,Closed,5.0,2.0
TICK00602,ORD02226,CUST0774,2024-08-10,Payment,Payment failed but amount was deducted,Medium,Closed,1.0,1.0
TICK00603,ORD01109,CUST0556,2024-06-27,Payment,Cash on Delivery option is not available,Low,Open,,
TICK00604,ORD01031,CUST0257,2024-05-01,Return,Return request is not getting approved,Low,Closed,7.0,5.0
TICK00605,ORD01308,CUST0424,2024-11-24,App/Website,Unable to login to my account,Low,Closed,1.0,2.0
TICK00606,ORD00127,CUST0522,2024-08-11,App/Website,Unable to login to my account,High,Closed,5.0,4.0
TICK00607,ORD01046,CUST0780,2024-08-10,App/Website,Coupon code is not applying,Low,Closed,1.0,2.0
TICK00608,ORD01853,CUST0213,2024-04-27,Product,Product quality is not good compared to description,Low,Escalated,2.0,
TICK00609,ORD00561,CUST0733,2024-12-14,Return,Return pickup has not been completed,Low,Closed,8.0,3.0
TICK00610,ORD02483,CUST0534,2024-02-10,Return,I am unable to schedule return pickup,Low,Escalated,3.0,
TICK00611,ORD01796,CUST0549,2024-10-07,Return,Return pickup has not been completed,Medium,Closed,5.0,4.0
TICK00612,ORD01077,CUST0408,2024-09-21,Return,Return process is taking too much time,Low,Open,,
TICK00613,ORD02199,CUST0376,2024-10-01,Product,Product is not working properly,Medium,Closed,7.0,5.0
TICK00614,ORD01428,CUST0647,2024-01-17,Product,Product is not working properly,Low,Open,,
TICK00615,ORD00028,CUST0470,2024-09-12,Delivery,Package tracking is not updating properly,Medium,Closed,6.0,2.0
TICK00616,ORD00899,CUST0600,2024-05-07,Return,Return process is taking too much time,Medium,Open,,
TICK00617,ORD00321,CUST0123,2024-06-02,Product,Product is not working properly,High,Closed,8.0,1.0
TICK00618,ORD00965,CUST0711,2024-02-24,Refund,Refund amount is incorrect,Low,Closed,6.0,5.0
TICK00619,ORD00148,CUST0180,2024-05-14,Refund,Refund is delayed for more than one week,High,Escalated,1.0,
TICK00620,ORD00310,CUST0425,2024-03-22,App/Website,Unable to login to my account,High,Escalated,6.0,
TICK00621,ORD02336,CUST0046,2024-10-19,Return,I am unable to schedule return pickup,High,Closed,5.0,2.0
TICK00622,ORD02276,CUST0132,2024-06-17,App/Website,App is crashing during checkout,Medium,Open,,
TICK00623,ORD02108,CUST0102,2024-09-04,Delivery,Package tracking is not updating properly,Medium,Closed,3.0,3.0
TICK00624,ORD02090,CUST0120,2024-12-19,Delivery,Order was delivered very late,Medium,Closed,7.0,3.0
TICK00625,ORD00067,CUST0115,2024-07-13,Delivery,My order is delayed and I have not received any update,Medium,Closed,8.0,3.0
TICK00626,ORD01418,CUST0070,2024-11-27,Return,Return request is not getting approved,Medium,Open,,
TICK00627,ORD01360,CUST0180,2024-05-18,Refund,Refund not received even after return pickup,Low,Escalated,4.0,
TICK00628,ORD00378,CUST0055,2024-02-09,Product,Product quality is not good compared to description,Medium,Closed,3.0,2.0
TICK00629,ORD02240,CUST0203,2024-01-18,Payment,Unable to complete payment using UPI,Low,Open,,
TICK00630,ORD01267,CUST0281,2024-09-14,Refund,Refund not received even after return pickup,Low,Closed,8.0,5.0
TICK00631,ORD00434,CUST0373,2024-12-22,Refund,Refund status is not updated,Medium,Closed,9.0,1.0
TICK00632,ORD01001,CUST0607,2024-03-16,Product,Product quality is not good compared to description,Low,Closed,7.0,5.0
TICK00633,ORD01085,CUST0137,2024-05-31,Delivery,Order was delivered very late,High,Closed,9.0,2.0
TICK00634,ORD00216,CUST0711,2024-09-11,App/Website,App is crashing during checkout,High,Closed,2.0,2.0
TICK00635,ORD01502,CUST0633,2024-12-06,Return,Return process is taking too much time,Low,Closed,8.0,4.0
TICK00636,ORD01604,CUST0016,2024-10-13,Return,Return process is taking too much time,Medium,Closed,6.0,1.0
TICK00637,ORD00509,CUST0750,2024-10-19,Refund,Refund amount is incorrect,Medium,Open,,
TICK00638,ORD00311,CUST0213,2024-06-17,Product,Wrong product was delivered,High,Escalated,3.0,
TICK00639,ORD02358,CUST0656,2024-11-26,Return,I am unable to schedule return pickup,High,Closed,3.0,5.0
TICK00640,ORD00963,CUST0501,2024-11-25,Delivery,Package tracking is not updating properly,Low,Closed,6.0,1.0
TICK00641,ORD00325,CUST0167,2024-11-02,Product,Wrong product was delivered,Medium,Open,,
TICK00642,ORD00925,CUST0649,2024-09-09,Product,Product is not working properly,Low,Escalated,9.0,
TICK00643,ORD02272,CUST0795,2024-03-30,Refund,Refund not received even after return pickup,Medium,Closed,2.0,5.0
TICK00644,ORD00500,CUST0173,2024-09-20,Refund,Refund not received even after return pickup,Medium,Open,,
TICK00645,ORD00317,CUST0758,2024-08-29,Refund,Refund is delayed for more than one week,Low,Closed,4.0,1.0
TICK00646,ORD02088,CUST0618,2024-03-24,Delivery,Order was delivered very late,Medium,Closed,1.0,1.0
TICK00647,ORD00839,CUST0098,2024-11-11,App/Website,App is crashing during checkout,Medium,Closed,3.0,1.0
TICK00648,ORD00257,CUST0073,2024-07-17,App/Website,Product page is not loading properly,Low,Closed,2.0,5.0
TICK00649,ORD02301,CUST0763,2024-11-24,Delivery,Package tracking is not updating properly,Low,Closed,5.0,3.0
TICK00650,ORD00916,CUST0439,2024-09-14,Delivery,Package tracking is not updating properly,Low,Escalated,2.0,
TICK00651,ORD01477,CUST0451,2024-12-07,Product,Wrong product was delivered,Medium,Closed,4.0,5.0
TICK00652,ORD00880,CUST0682,2024-11-28,Product,Wrong product was delivered,Medium,Escalated,6.0,
TICK00653,ORD02412,CUST0269,2024-08-04,Return,Return request is not getting approved,Low,Closed,8.0,5.0
TICK00654,ORD00597,CUST0087,2024-01-26,Payment,Payment status is showing pending,Low,Closed,3.0,4.0
TICK00655,ORD00890,CUST0100,2024-02-10,Product,Product quality is not good compared to description,High,Closed,1.0,2.0
TICK00656,ORD01807,CUST0378,2024-05-13,Payment,Payment failed but amount was deducted,High,Closed,7.0,3.0
TICK00657,ORD01259,CUST0704,2024-08-04,Refund,Refund status is not updated,Medium,Closed,1.0,4.0
TICK00658,ORD00688,CUST0266,2024-10-29,Payment,Cash on Delivery option is not available,High,Open,,
TICK00659,ORD01038,CUST0204,2024-09-15,Return,I am unable to schedule return pickup,Medium,Open,,
TICK00660,ORD01626,CUST0776,2024-01-13,Delivery,My order is delayed and I have not received any update,Medium,Closed,2.0,4.0
TICK00661,ORD01042,CUST0022,2024-03-16,Product,Product is not working properly,Low,Closed,7.0,2.0
TICK00662,ORD01762,CUST0335,2024-07-21,Refund,Refund not received even after return pickup,Medium,Closed,9.0,1.0
TICK00663,ORD01948,CUST0329,2024-01-17,Product,Received damaged product and box was opened,Medium,Closed,5.0,1.0
TICK00664,ORD02460,CUST0219,2024-05-12,Refund,Refund is delayed for more than one week,Medium,Closed,7.0,5.0
TICK00665,ORD01300,CUST0011,2024-03-14,Return,I am unable to schedule return pickup,Low,Closed,5.0,4.0
TICK00666,ORD01730,CUST0624,2024-04-02,Product,Received damaged product and box was opened,Low,Closed,9.0,4.0
TICK00667,ORD02422,CUST0549,2024-11-11,App/Website,Product page is not loading properly,Low,Closed,6.0,3.0
TICK00668,ORD01562,CUST0750,2024-12-16,Refund,Refund not received even after return pickup,High,Escalated,2.0,
TICK00669,ORD00789,CUST0192,2024-04-20,Return,Return request is not getting approved,Medium,Closed,7.0,4.0
TICK00670,ORD01101,CUST0167,2024-04-11,Return,Return process is taking too much time,Medium,Open,,
TICK00671,ORD00915,CUST0622,2024-09-14,Product,Wrong product was delivered,Low,Open,,
TICK00672,ORD02234,CUST0476,2024-08-28,Return,I am unable to schedule return pickup,Medium,Closed,7.0,3.0
TICK00673,ORD01447,CUST0483,2024-05-23,Delivery,Package tracking is not updating properly,Medium,Open,,
TICK00674,ORD00938,CUST0765,2024-12-15,Delivery,Delivery partner did not call before marking delivery failed,Medium,Open,,
TICK00675,ORD01542,CUST0461,2024-08-16,Refund,Refund is delayed for more than one week,High,Closed,3.0,5.0
TICK00676,ORD00603,CUST0062,2024-07-11,Return,I am unable to schedule return pickup,Medium,Closed,7.0,1.0
TICK00677,ORD02225,CUST0506,2024-07-08,Product,Received damaged product and box was opened,Medium,Closed,2.0,3.0
TICK00678,ORD01405,CUST0023,2024-04-06,App/Website,Coupon code is not applying,Medium,Open,,
TICK00679,ORD01881,CUST0781,2024-08-04,Product,Wrong product was delivered,Medium,Closed,1.0,3.0
TICK00680,ORD01178,CUST0147,2024-06-18,Delivery,Package tracking is not updating properly,Low,Closed,9.0,2.0
TICK00681,ORD00593,CUST0761,2024-06-11,Payment,Unable to complete payment using UPI,Medium,Closed,8.0,4.0
TICK00682,ORD00550,CUST0584,2024-07-22,Payment,Cash on Delivery option is not available,Medium,Open,,
TICK00683,ORD01244,CUST0122,2024-12-02,Payment,Payment status is showing pending,Low,Closed,8.0,2.0
TICK00684,ORD01251,CUST0549,2024-05-13,App/Website,App is crashing during checkout,Medium,Closed,2.0,5.0
TICK00685,ORD00398,CUST0251,2024-05-12,Refund,Refund is delayed for more than one week,High,Closed,3.0,3.0
TICK00686,ORD02164,CUST0205,2024-04-24,Delivery,My order is delayed and I have not received any update,Low,Closed,2.0,4.0
TICK00687,ORD00150,CUST0087,2024-03-19,App/Website,Product page is not loading properly,Low,Closed,8.0,5.0
TICK00688,ORD00413,CUST0215,2024-06-27,Return,Return request is not getting approved,Low,Closed,1.0,4.0
TICK00689,ORD02044,CUST0022,2024-11-21,Return,Return process is taking too much time,Medium,Closed,2.0,1.0
TICK00690,ORD01002,CUST0526,2024-03-21,App/Website,Product page is not loading properly,Low,Open,,
TICK00691,ORD00710,CUST0391,2024-07-26,Payment,Payment status is showing pending,Low,Closed,4.0,4.0
TICK00692,ORD02249,CUST0133,2024-10-09,Payment,Payment failed but amount was deducted,Medium,Escalated,4.0,
TICK00693,ORD02417,CUST0534,2024-05-30,Payment,Payment failed but amount was deducted,High,Closed,8.0,5.0
TICK00694,ORD02367,CUST0398,2024-07-17,Refund,Refund amount is incorrect,Medium,Open,,
TICK00695,ORD01912,CUST0463,2024-04-01,Product,Received damaged product and box was opened,Medium,Closed,3.0,2.0
TICK00696,ORD01699,CUST0351,2025-01-01,Delivery,My order is delayed and I have not received any update,Low,Closed,9.0,4.0
TICK00697,ORD02067,CUST0424,2024-03-25,App/Website,App is crashing during checkout,Low,Closed,3.0,2.0
TICK00698,ORD01537,CUST0528,2024-10-05,App/Website,Unable to login to my account,Medium,Open,,
TICK00699,ORD00826,CUST0256,2024-07-18,Return,Return pickup has not been completed,Low,Open,,
TICK00700,ORD00838,CUST0512,2024-03-02,Product,Wrong product was delivered,High,Open,,
TICK00701,ORD02095,CUST0577,2024-10-23,Return,Return request is not getting approved,High,Closed,3.0,1.0
TICK00702,ORD00534,CUST0305,2024-06-12,Return,I am unable to schedule return pickup,Low,Closed,9.0,3.0
TICK00703,ORD02072,CUST0188,2024-02-23,Product,Product quality is not good compared to description,Medium,Closed,9.0,4.0
TICK00704,ORD01670,CUST0483,2024-11-11,Return,I am unable to schedule return pickup,Medium,Open,,
TICK00705,ORD01237,CUST0027,2024-03-26,Return,Return process is taking too much time,Low,Closed,4.0,5.0
TICK00706,ORD02338,CUST0761,2024-01-27,App/Website,Unable to login to my account,Medium,Closed,1.0,4.0
TICK00707,ORD02198,CUST0689,2024-05-23,Return,Return request is not getting approved,Low,Closed,9.0,3.0
TICK00708,ORD00677,CUST0787,2024-12-29,Return,Return request is not getting approved,High,Open,,
TICK00709,ORD00471,CUST0736,2024-10-08,Return,Return process is taking too much time,Medium,Closed,2.0,5.0
TICK00710,ORD02447,CUST0099,2024-12-21,Refund,Refund amount is incorrect,Low,Closed,8.0,5.0
TICK00711,ORD01330,CUST0392,2024-08-07,Payment,Payment status is showing pending,Medium,Closed,6.0,5.0
TICK00712,ORD02229,CUST0269,2024-06-14,Return,I am unable to schedule return pickup,Medium,Closed,9.0,2.0
TICK00713,ORD01848,CUST0458,2024-10-22,Refund,Refund status is not updated,Medium,Closed,3.0,2.0
TICK00714,ORD01324,CUST0017,2024-08-28,Delivery,Package tracking is not updating properly,Low,Closed,1.0,2.0
TICK00715,ORD01027,CUST0110,2024-01-11,Return,I am unable to schedule return pickup,Medium,Open,,
TICK00716,ORD00429,CUST0663,2024-01-22,Payment,Payment failed but amount was deducted,Medium,Closed,9.0,5.0
TICK00717,ORD01564,CUST0161,2024-09-29,Return,Return request is not getting approved,Low,Open,,
TICK00718,ORD00383,CUST0517,2024-05-25,Return,Return request is not getting approved,Low,Closed,5.0,1.0
TICK00719,ORD00066,CUST0463,2024-06-17,Payment,Payment status is showing pending,Medium,Open,,
TICK00720,ORD02260,CUST0618,2024-05-21,Return,Return pickup has not been completed,Low,Open,,
TICK00721,ORD00155,CUST0309,2024-09-12,Payment,Cash on Delivery option is not available,Low,Closed,2.0,1.0
TICK00722,ORD00813,CUST0352,2024-08-02,Delivery,Delivery partner did not call before marking delivery failed,Medium,Closed,1.0,4.0
TICK00723,ORD00253,CUST0492,2024-12-21,Payment,Payment status is showing pending,Low,Open,,
TICK00724,ORD01461,CUST0377,2024-07-04,Payment,Unable to complete payment using UPI,Low,Closed,6.0,5.0
TICK00725,ORD02379,CUST0132,2024-11-05,Product,Product is not working properly,High,Open,,
TICK00726,ORD01592,CUST0620,2024-10-11,Refund,Refund status is not updated,Low,Closed,5.0,5.0
TICK00727,ORD02456,CUST0128,2024-02-29,Product,Product quality is not good compared to description,Low,Open,,
TICK00728,ORD00220,CUST0309,2024-07-08,App/Website,Product page is not loading properly,Medium,Closed,1.0,3.0
TICK00729,ORD00991,CUST0027,2024-11-19,Delivery,Delivery partner did not call before marking delivery failed,High,Escalated,8.0,
TICK00730,ORD00922,CUST0446,2024-01-27,Payment,Payment failed but amount was deducted,Medium,Escalated,5.0,
TICK00731,ORD01223,CUST0784,2024-06-30,Delivery,My order is delayed and I have not received any update,Low,Closed,7.0,4.0
TICK00732,ORD00031,CUST0453,2024-02-23,Return,Return process is taking too much time,Medium,Open,,
TICK00733,ORD01940,CUST0145,2024-05-09,Product,Wrong product was delivered,Low,Closed,3.0,3.0
TICK00734,ORD00499,CUST0358,2024-02-23,App/Website,App is crashing during checkout,Low,Closed,2.0,5.0
TICK00735,ORD02230,CUST0492,2024-07-12,Refund,Refund status is not updated,Low,Closed,7.0,5.0
TICK00736,ORD00085,CUST0030,2024-09-06,Refund,Refund not received even after return pickup,Low,Closed,5.0,4.0
TICK00737,ORD00425,CUST0274,2024-06-04,Return,Return pickup has not been completed,Low,Closed,3.0,4.0
TICK00738,ORD02463,CUST0555,2024-05-23,Refund,Refund status is not updated,Low,Closed,3.0,3.0
TICK00739,ORD01394,CUST0759,2024-11-02,Payment,Payment failed but amount was deducted,Low,Open,,
TICK00740,ORD01094,CUST0650,2024-11-13,Payment,Payment failed but amount was deducted,Medium,Closed,1.0,3.0
TICK00741,ORD00454,CUST0433,2024-03-03,Refund,Refund status is not updated,Low,Closed,4.0,3.0
TICK00742,ORD01988,CUST0739,2024-06-08,Refund,Refund is delayed for more than one week,Low,Closed,7.0,1.0
TICK00743,ORD00409,CUST0220,2024-06-06,Return,Return request is not getting approved,Low,Open,,
TICK00744,ORD02119,CUST0713,2024-08-27,Delivery,Delivery partner did not call before marking delivery failed,Medium,Closed,4.0,1.0
TICK00745,ORD02253,CUST0705,2024-05-12,Delivery,Package tracking is not updating properly,Low,Escalated,6.0,
TICK00746,ORD00654,CUST0417,2024-02-13,Return,Return pickup has not been completed,Medium,Open,,
TICK00747,ORD01630,CUST0304,2024-03-04,Return,Return request is not getting approved,Low,Closed,9.0,4.0
TICK00748,ORD01362,CUST0196,2024-01-23,Product,Product is not working properly,Low,Open,,
TICK00749,ORD02016,CUST0595,2024-12-18,Refund,Refund not received even after return pickup,High,Escalated,8.0,
TICK00750,ORD00197,CUST0399,2024-02-13,App/Website,Unable to login to my account,Low,Escalated,1.0,
