ticket_id,order_id,customer_id,ticket_date,issue_category,issue_description,priority,ticket_status,resolution_days,customer_satisfaction_score,predicted_issue_category,predicted_priority,category_match,priority_match
TICK00429,ORD01453,CUST0491,2024-03-13,App/Website,Unable to login to my account,Medium,Closed,2.0,3.0,App/Website,Low,True,False
TICK00430,ORD02041,CUST0281,2024-01-19,Product,Product quality is not good compared to description,Medium,Closed,7.0,3.0,Product,Low,True,False
TICK00431,ORD01266,CUST0142,2024-04-25,App/Website,Coupon code is not applying,High,Open,,,App/Website,Low,True,False
TICK00432,ORD02001,CUST0773,2024-06-28,Refund,Refund not received even after return pickup,Low,Closed,1.0,5.0,Refund,High,True,False
TICK00433,ORD01148,CUST0114,2024-04-03,Return,Return request is not getting approved,Medium,Open,,,Return,Medium,True,True
TICK00434,ORD02393,CUST0726,2024-10-01,Payment,Unable to complete payment using UPI,Medium,Closed,6.0,4.0,Payment,Low,True,False
TICK00435,ORD02175,CUST0458,2024-09-10,Refund,Refund is delayed for more than one week,Low,Closed,2.0,2.0,Refund,Medium,True,False
TICK00436,ORD00246,CUST0253,2024-05-17,Delivery,Order was delivered very late,Low,Open,,,Delivery,Medium,True,False
TICK00437,ORD01849,CUST0263,2024-04-14,Refund,Refund not received even after return pickup,Low,Escalated,9.0,,Refund,High,True,False
TICK00438,ORD00491,CUST0290,2024-05-19,Refund,Refund is delayed for more than one week,Low,Closed,9.0,5.0,Refund,Medium,True,False
TICK00439,ORD01910,CUST0090,2024-10-31,Return,Return pickup has not been completed,High,Open,,,Return,Medium,True,False
TICK00440,ORD02087,CUST0531,2024-04-09,Refund,Refund amount is incorrect,Low,Open,,,Refund,Low,True,True
TICK00441,ORD00904,CUST0485,2024-07-03,App/Website,Coupon code is not applying,Low,Closed,3.0,4.0,App/Website,Low,True,True
TICK00442,ORD00367,CUST0504,2024-12-18,Product,Received damaged product and box was opened,Low,Escalated,4.0,,Product,High,True,False
TICK00443,ORD01380,CUST0313,2024-02-19,Return,I am unable to schedule return pickup,Medium,Open,,,Return,Medium,True,True
TICK00444,ORD02032,CUST0773,2024-03-31,Payment,Payment status is showing pending,Low,Closed,1.0,4.0,Payment,Low,True,True
TICK00445,ORD00386,CUST0454,2024-09-02,Return,Return request is not getting approved,High,Closed,6.0,2.0,Return,Medium,True,False
TICK00446,ORD01738,CUST0699,2024-10-01,Payment,Payment failed but amount was deducted,Medium,Closed,4.0,4.0,Payment,High,True,False
TICK00447,ORD00151,CUST0771,2024-08-04,Payment,Unable to complete payment using UPI,Low,Closed,9.0,2.0,Payment,Low,True,True
TICK00448,ORD01138,CUST0302,2024-09-04,Return,Return request is not getting approved,High,Open,,,Return,Medium,True,False
TICK00449,ORD00707,CUST0067,2024-03-19,Return,Return process is taking too much time,Low,Closed,2.0,4.0,Return,Medium,True,False
TICK00450,ORD01568,CUST0677,2024-11-22,Delivery,Package tracking is not updating properly,Medium,Closed,3.0,4.0,Other,Low,False,False
TICK00451,ORD00338,CUST0472,2024-02-23,Return,Return process is taking too much time,Medium,Closed,8.0,1.0,Return,Medium,True,True
TICK00452,ORD01086,CUST0255,2024-04-23,App/Website,Coupon code is not applying,Medium,Open,,,App/Website,Low,True,False
TICK00453,ORD01035,CUST0368,2025-01-09,Delivery,My order is delayed and I have not received any update,Low,Escalated,4.0,,Delivery,Medium,True,False
TICK00454,ORD02464,CUST0537,2024-06-28,App/Website,App is crashing during checkout,Medium,Closed,6.0,4.0,Payment,Low,False,False
TICK00455,ORD00180,CUST0629,2024-12-09,Payment,Cash on Delivery option is not available,Low,Open,,,Delivery,Low,False,True
TICK00456,ORD02318,CUST0001,2024-06-10,Return,Return pickup has not been completed,Medium,Open,,,Return,Medium,True,True
TICK00457,ORD00855,CUST0330,2024-04-16,Delivery,Package tracking is not updating properly,Low,Closed,7.0,3.0,Other,Low,False,True
TICK00458,ORD00682,CUST0506,2024-07-15,Payment,Payment failed but amount was deducted,High,Closed,8.0,1.0,Payment,High,True,True
TICK00459,ORD00076,CUST0592,2024-06-10,Refund,Refund not received even after return pickup,Medium,Escalated,4.0,,Refund,High,True,False
TICK00460,ORD02055,CUST0634,2024-08-25,App/Website,App is crashing during checkout,Low,Open,,,Payment,Low,False,True
TICK00461,ORD00543,CUST0115,2024-01-13,Refund,Refund is delayed for more than one week,High,Closed,7.0,5.0,Refund,Medium,True,False
TICK00462,ORD00538,CUST0548,2024-01-22,Product,Wrong product was delivered,Medium,Closed,3.0,4.0,Product,Low,True,False
TICK00463,ORD01569,CUST0141,2024-11-10,App/Website,Product page is not loading properly,Medium,Closed,3.0,4.0,Product,Low,False,False
TICK00464,ORD00215,CUST0092,2024-12-31,Refund,Refund amount is incorrect,Low,Closed,6.0,2.0,Refund,Low,True,True
TICK00465,ORD02461,CUST0730,2024-08-24,Product,Wrong product was delivered,Medium,Closed,1.0,4.0,Product,Low,True,False
TICK00466,ORD00380,CUST0311,2024-11-24,Return,Return process is taking too much time,Low,Open,,,Return,Medium,True,False
TICK00467,ORD00881,CUST0467,2024-12-25,Refund,Refund status is not updated,Medium,Closed,2.0,5.0,Refund,Low,True,False
TICK00468,ORD02499,CUST0555,2024-07-30,App/Website,Unable to login to my account,Low,Closed,7.0,2.0,App/Website,Low,True,True
TICK00469,ORD02404,CUST0523,2024-01-11,App/Website,Coupon code is not applying,Medium,Open,,,App/Website,Low,True,False
TICK00470,ORD01984,CUST0650,2024-11-20,Return,Return process is taking too much time,High,Open,,,Return,Medium,True,False
TICK00471,ORD02346,CUST0617,2024-05-23,Return,Return process is taking too much time,High,Closed,7.0,5.0,Return,Medium,True,False
TICK00472,ORD01398,CUST0639,2024-12-29,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,2.0,5.0,Delivery,Low,True,True
TICK00473,ORD01351,CUST0503,2024-06-30,Refund,Refund not received even after return pickup,Medium,Open,,,Refund,High,True,False
TICK00474,ORD01025,CUST0633,2024-09-08,Product,Product is not working properly,Medium,Closed,3.0,1.0,Product,Low,True,False
TICK00475,ORD01516,CUST0733,2024-09-27,Refund,Refund status is not updated,Low,Closed,6.0,4.0,Refund,Low,True,True
TICK00476,ORD01297,CUST0628,2024-02-04,Delivery,My order is delayed and I have not received any update,Low,Closed,8.0,4.0,Delivery,Medium,True,False
TICK00477,ORD00294,CUST0328,2024-04-01,Delivery,My order is delayed and I have not received any update,Low,Closed,4.0,3.0,Delivery,Medium,True,False
TICK00478,ORD01228,CUST0422,2024-02-24,Delivery,Order was delivered very late,High,Closed,6.0,3.0,Delivery,Medium,True,False
TICK00479,ORD01850,CUST0707,2024-09-02,Return,I am unable to schedule return pickup,Low,Closed,7.0,3.0,Return,Medium,True,False
TICK00480,ORD02437,CUST0496,2024-05-30,Product,Product quality is not good compared to description,Low,Closed,8.0,3.0,Product,Low,True,True
TICK00481,ORD00849,CUST0743,2024-11-08,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,1.0,2.0,Delivery,Low,True,True
TICK00482,ORD01513,CUST0637,2024-01-17,Product,Product quality is not good compared to description,Medium,Closed,7.0,2.0,Product,Low,True,False
TICK00483,ORD01221,CUST0512,2024-12-10,Refund,Refund status is not updated,Medium,Open,,,Refund,Low,True,False
TICK00484,ORD00586,CUST0699,2024-07-18,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,4.0,4.0,Delivery,Low,True,True
TICK00485,ORD01492,CUST0256,2024-10-10,Delivery,My order is delayed and I have not received any update,Low,Closed,5.0,2.0,Delivery,Medium,True,False
TICK00486,ORD00756,CUST0208,2024-08-31,Return,Return request is not getting approved,Medium,Closed,7.0,2.0,Return,Medium,True,True
TICK00487,ORD02315,CUST0492,2024-10-24,Delivery,Order was delivered very late,Medium,Closed,6.0,1.0,Delivery,Medium,True,True
TICK00488,ORD00177,CUST0183,2024-08-27,Delivery,My order is delayed and I have not received any update,Medium,Closed,2.0,4.0,Delivery,Medium,True,True
TICK00489,ORD01352,CUST0499,2024-05-16,Product,Product quality is not good compared to description,Medium,Closed,6.0,5.0,Product,Low,True,False
TICK00490,ORD01379,CUST0139,2024-08-03,Refund,Refund status is not updated,Low,Closed,8.0,4.0,Refund,Low,True,True
TICK00491,ORD01719,CUST0675,2024-03-20,App/Website,Product page is not loading properly,Low,Closed,5.0,4.0,Product,Low,False,True
TICK00492,ORD02479,CUST0725,2024-04-01,Delivery,Order was delivered very late,High,Closed,1.0,5.0,Delivery,Medium,True,False
TICK00493,ORD02261,CUST0797,2024-04-18,Refund,Refund is delayed for more than one week,Low,Open,,,Refund,Medium,True,False
TICK00494,ORD01810,CUST0251,2024-12-26,Product,Product is not working properly,High,Closed,1.0,5.0,Product,Low,True,False
TICK00495,ORD00235,CUST0483,2024-11-04,Payment,Payment status is showing pending,Low,Closed,9.0,5.0,Payment,Low,True,True
TICK00496,ORD01711,CUST0695,2024-08-06,Refund,Refund status is not updated,Low,Closed,7.0,5.0,Refund,Low,True,True
TICK00497,ORD02121,CUST0069,2024-04-14,Payment,Unable to complete payment using UPI,Low,Open,,,Payment,Low,True,True
TICK00498,ORD01909,CUST0800,2024-03-01,Payment,Payment failed but amount was deducted,High,Open,,,Payment,High,True,True
TICK00499,ORD01496,CUST0184,2024-08-27,Payment,Unable to complete payment using UPI,Low,Closed,5.0,4.0,Payment,Low,True,True
TICK00500,ORD02092,CUST0193,2024-07-31,Payment,Cash on Delivery option is not available,Low,Closed,4.0,2.0,Delivery,Low,False,True
TICK00501,ORD02061,CUST0783,2024-03-23,Return,I am unable to schedule return pickup,Low,Closed,2.0,3.0,Return,Medium,True,False
TICK00502,ORD01143,CUST0609,2024-04-03,Return,Return pickup has not been completed,Medium,Escalated,5.0,,Return,Medium,True,True
TICK00503,ORD00092,CUST0238,2024-04-27,Payment,Unable to complete payment using UPI,High,Open,,,Payment,Low,True,False
TICK00504,ORD00521,CUST0191,2024-08-15,Return,I am unable to schedule return pickup,High,Closed,2.0,2.0,Return,Medium,True,False
TICK00505,ORD01219,CUST0696,2024-10-29,Delivery,Package tracking is not updating properly,Medium,Open,,,Other,Low,False,False
TICK00506,ORD01037,CUST0762,2024-06-29,App/Website,Unable to login to my account,Low,Closed,4.0,1.0,App/Website,Low,True,True
TICK00507,ORD00994,CUST0797,2024-05-26,Payment,Payment status is showing pending,Medium,Closed,9.0,1.0,Payment,Low,True,False
TICK00508,ORD01697,CUST0600,2024-07-27,Delivery,My order is delayed and I have not received any update,Medium,Open,,,Delivery,Medium,True,True
TICK00509,ORD00878,CUST0253,2024-05-16,Payment,Payment failed but amount was deducted,Low,Open,,,Payment,High,True,False
TICK00510,ORD00277,CUST0427,2024-12-20,Delivery,Package tracking is not updating properly,High,Closed,5.0,4.0,Other,Low,False,False
TICK00511,ORD00043,CUST0748,2024-11-28,Refund,Refund amount is incorrect,Low,Closed,9.0,1.0,Refund,Low,True,True
TICK00512,ORD01235,CUST0675,2024-05-25,Delivery,My order is delayed and I have not received any update,Medium,Closed,3.0,4.0,Delivery,Medium,True,True
TICK00513,ORD00388,CUST0169,2024-09-19,App/Website,App is crashing during checkout,High,Closed,3.0,4.0,Payment,Low,False,False
TICK00514,ORD01661,CUST0026,2024-07-16,Delivery,Order was delivered very late,Medium,Escalated,1.0,,Delivery,Medium,True,True
TICK00515,ORD01122,CUST0436,2024-03-19,Payment,Cash on Delivery option is not available,High,Closed,5.0,1.0,Delivery,Low,False,False
TICK00516,ORD01655,CUST0574,2024-07-27,App/Website,Product page is not loading properly,High,Closed,2.0,4.0,Product,Low,False,False
TICK00517,ORD00394,CUST0063,2024-01-18,App/Website,Product page is not loading properly,Medium,Closed,1.0,4.0,Product,Low,False,False
TICK00518,ORD00910,CUST0287,2025-01-02,Delivery,Delivery partner did not call before marking delivery failed,High,Closed,9.0,3.0,Delivery,Low,True,False
TICK00519,ORD00505,CUST0383,2024-11-09,Refund,Refund amount is incorrect,Low,Closed,8.0,4.0,Refund,Low,True,True
TICK00520,ORD01217,CUST0224,2024-04-14,App/Website,Coupon code is not applying,Low,Escalated,1.0,,App/Website,Low,True,True
TICK00521,ORD00804,CUST0633,2024-08-13,Delivery,Order was delivered very late,Low,Open,,,Delivery,Medium,True,False
TICK00522,ORD01907,CUST0504,2024-06-01,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,7.0,2.0,Delivery,Low,True,True
TICK00523,ORD00667,CUST0570,2024-05-28,App/Website,Unable to login to my account,Medium,Closed,8.0,4.0,App/Website,Low,True,False
TICK00524,ORD01508,CUST0455,2024-02-29,App/Website,Coupon code is not applying,Medium,Closed,6.0,5.0,App/Website,Low,True,False
TICK00525,ORD02050,CUST0710,2024-03-15,Product,Received damaged product and box was opened,Low,Closed,2.0,1.0,Product,High,True,False
TICK00526,ORD00640,CUST0282,2024-04-19,Return,Return request is not getting approved,Low,Escalated,3.0,,Return,Medium,True,False
TICK00527,ORD01842,CUST0285,2024-11-20,Return,Return process is taking too much time,Medium,Closed,1.0,5.0,Return,Medium,True,True
TICK00528,ORD00356,CUST0715,2024-11-02,Payment,Payment status is showing pending,High,Open,,,Payment,Low,True,False
TICK00529,ORD01673,CUST0754,2024-04-10,Product,Received damaged product and box was opened,Medium,Closed,6.0,3.0,Product,High,True,False
TICK00530,ORD02371,CUST0771,2024-10-07,App/Website,App is crashing during checkout,Low,Closed,2.0,2.0,Payment,Low,False,True
TICK00531,ORD02441,CUST0466,2024-10-10,Delivery,Package tracking is not updating properly,Low,Closed,8.0,4.0,Other,Low,False,True
TICK00532,ORD00854,CUST0713,2024-05-04,Delivery,Package tracking is not updating properly,High,Closed,2.0,2.0,Other,Low,False,False
TICK00533,ORD00005,CUST0333,2024-09-04,Refund,Refund is delayed for more than one week,High,Open,,,Refund,Medium,True,False
TICK00534,ORD01444,CUST0162,2024-06-02,Return,Return pickup has not been completed,Low,Closed,8.0,2.0,Return,Medium,True,False
TICK00535,ORD01642,CUST0644,2024-01-14,Return,Return request is not getting approved,High,Closed,3.0,2.0,Return,Medium,True,False
TICK00536,ORD00996,CUST0108,2024-03-08,Refund,Refund is delayed for more than one week,Low,Open,,,Refund,Medium,True,False
TICK00537,ORD00577,CUST0121,2024-04-21,Payment,Cash on Delivery option is not available,Medium,Closed,7.0,3.0,Delivery,Low,False,False
TICK00538,ORD02012,CUST0800,2025-01-06,Product,Received damaged product and box was opened,Low,Open,,,Product,High,True,False
TICK00539,ORD01385,CUST0029,2024-10-14,Refund,Refund not received even after return pickup,Low,Closed,6.0,3.0,Refund,High,True,False
TICK00540,ORD00248,CUST0046,2024-02-03,Refund,Refund status is not updated,Medium,Closed,5.0,1.0,Refund,Low,True,False
TICK00541,ORD00637,CUST0634,2024-10-13,App/Website,Product page is not loading properly,Low,Closed,6.0,3.0,Product,Low,False,True
TICK00542,ORD00895,CUST0768,2024-04-06,App/Website,Product page is not loading properly,Medium,Closed,8.0,1.0,Product,Low,False,False
TICK00543,ORD02033,CUST0115,2024-04-18,Product,Product is not working properly,Medium,Closed,8.0,2.0,Product,Low,True,False
TICK00544,ORD01731,CUST0371,2024-07-02,Delivery,Order was delivered very late,Low,Closed,3.0,2.0,Delivery,Medium,True,False
TICK00545,ORD01563,CUST0763,2024-05-06,Product,Product is not working properly,Low,Closed,2.0,4.0,Product,Low,True,True
TICK00546,ORD01830,CUST0299,2024-06-20,Refund,Refund is delayed for more than one week,Low,Open,,,Refund,Medium,True,False
TICK00547,ORD00554,CUST0732,2024-02-12,Product,Product quality is not good compared to description,High,Closed,4.0,3.0,Product,Low,True,False
TICK00548,ORD00007,CUST0321,2024-07-28,Refund,Refund status is not updated,Medium,Closed,7.0,5.0,Refund,Low,True,False
TICK00549,ORD01632,CUST0381,2024-10-27,Product,Product is not working properly,Medium,Open,,,Product,Low,True,False
TICK00550,ORD00349,CUST0617,2024-04-25,Payment,Payment failed but amount was deducted,Medium,Open,,,Payment,High,True,False
TICK00551,ORD02162,CUST0403,2024-03-27,App/Website,App is crashing during checkout,Low,Closed,9.0,5.0,Payment,Low,False,True
TICK00552,ORD01421,CUST0633,2024-08-06,Product,Product is not working properly,Low,Closed,4.0,5.0,Product,Low,True,True
TICK00553,ORD00254,CUST0471,2024-10-27,Refund,Refund status is not updated,Medium,Closed,4.0,4.0,Refund,Low,True,False
TICK00554,ORD00390,CUST0692,2024-09-21,Refund,Refund amount is incorrect,Low,Open,,,Refund,Low,True,True
TICK00555,ORD00722,CUST0378,2024-01-08,Return,Return request is not getting approved,High,Open,,,Return,Medium,True,False
TICK00556,ORD00392,CUST0270,2024-09-23,Refund,Refund status is not updated,Low,Closed,5.0,2.0,Refund,Low,True,True
TICK00557,ORD00579,CUST0102,2024-03-23,Delivery,My order is delayed and I have not received any update,Medium,Closed,9.0,4.0,Delivery,Medium,True,True
TICK00558,ORD00318,CUST0158,2024-05-21,App/Website,Unable to login to my account,Medium,Closed,4.0,5.0,App/Website,Low,True,False
TICK00559,ORD01978,CUST0187,2024-07-24,Refund,Refund is delayed for more than one week,Low,Closed,9.0,2.0,Refund,Medium,True,False
TICK00560,ORD00724,CUST0353,2024-04-13,Payment,Cash on Delivery option is not available,Low,Open,,,Delivery,Low,False,True
TICK00561,ORD00700,CUST0642,2024-11-21,Delivery,My order is delayed and I have not received any update,Medium,Closed,6.0,4.0,Delivery,Medium,True,True
TICK00562,ORD00790,CUST0211,2024-05-03,Delivery,My order is delayed and I have not received any update,Low,Open,,,Delivery,Medium,True,False
TICK00563,ORD02013,CUST0532,2024-12-14,Refund,Refund amount is incorrect,Medium,Closed,7.0,2.0,Refund,Low,True,False
TICK00564,ORD01141,CUST0027,2024-12-23,App/Website,Coupon code is not applying,Medium,Closed,5.0,1.0,App/Website,Low,True,False
TICK00565,ORD00405,CUST0103,2024-12-25,Product,Product is not working properly,Low,Closed,1.0,5.0,Product,Low,True,True
TICK00566,ORD02024,CUST0470,2025-01-01,Delivery,My order is delayed and I have not received any update,Low,Closed,1.0,4.0,Delivery,Medium,True,False
TICK00567,ORD01674,CUST0430,2024-03-12,Refund,Refund status is not updated,Medium,Escalated,4.0,,Refund,Low,True,False
TICK00568,ORD00882,CUST0617,2024-10-27,Delivery,Package tracking is not updating properly,Medium,Closed,1.0,5.0,Other,Low,False,False
TICK00569,ORD01475,CUST0760,2024-10-21,Payment,Cash on Delivery option is not available,Medium,Closed,5.0,2.0,Delivery,Low,False,False
TICK00570,ORD00313,CUST0655,2024-06-01,Product,Product is not working properly,Low,Open,,,Product,Low,True,True
TICK00571,ORD01703,CUST0578,2024-07-24,App/Website,Coupon code is not applying,Medium,Closed,7.0,2.0,App/Website,Low,True,False
TICK00572,ORD00181,CUST0266,2024-03-05,Delivery,Package tracking is not updating properly,Medium,Closed,9.0,1.0,Other,Low,False,False
TICK00573,ORD00426,CUST0704,2024-11-12,Product,Product is not working properly,High,Closed,1.0,5.0,Product,Low,True,False
TICK00574,ORD01093,CUST0764,2024-12-26,Payment,Payment status is showing pending,Low,Closed,9.0,3.0,Payment,Low,True,True
TICK00575,ORD00524,CUST0540,2024-11-27,Delivery,Order was delivered very late,Low,Closed,1.0,1.0,Delivery,Medium,True,False
TICK00576,ORD02457,CUST0248,2024-08-31,Refund,Refund is delayed for more than one week,Low,Open,,,Refund,Medium,True,False
TICK00577,ORD00252,CUST0303,2024-05-04,Delivery,Order was delivered very late,Low,Closed,8.0,3.0,Delivery,Medium,True,False
TICK00578,ORD01768,CUST0527,2024-10-07,Delivery,My order is delayed and I have not received any update,Low,Closed,2.0,2.0,Delivery,Medium,True,False
TICK00579,ORD01409,CUST0396,2025-01-01,Return,Return request is not getting approved,Low,Closed,1.0,3.0,Return,Medium,True,False
TICK00580,ORD00738,CUST0568,2024-05-09,App/Website,App is crashing during checkout,High,Closed,6.0,5.0,Payment,Low,False,False
TICK00581,ORD02167,CUST0684,2024-04-07,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,1.0,4.0,Delivery,Low,True,True
TICK00582,ORD00149,CUST0186,2024-10-11,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,3.0,4.0,Delivery,Low,True,True
TICK00583,ORD01726,CUST0249,2024-02-21,Return,Return process is taking too much time,Medium,Closed,1.0,5.0,Return,Medium,True,True
TICK00584,ORD00019,CUST0751,2024-03-06,Product,Product quality is not good compared to description,High,Open,,,Product,Low,True,False
TICK00585,ORD01179,CUST0097,2024-08-30,Return,Return process is taking too much time,Medium,Open,,,Return,Medium,True,True
TICK00586,ORD02302,CUST0384,2024-09-22,Delivery,My order is delayed and I have not received any update,Low,Closed,3.0,2.0,Delivery,Medium,True,False
TICK00587,ORD00721,CUST0481,2024-06-11,Delivery,My order is delayed and I have not received any update,Medium,Escalated,3.0,,Delivery,Medium,True,True
TICK00588,ORD00560,CUST0520,2024-05-03,Payment,Unable to complete payment using UPI,High,Closed,2.0,5.0,Payment,Low,True,False
TICK00589,ORD02419,CUST0087,2024-12-28,Delivery,Order was delivered very late,High,Closed,7.0,5.0,Delivery,Medium,True,False
TICK00590,ORD00272,CUST0636,2024-07-21,Delivery,Order was delivered very late,Medium,Closed,1.0,4.0,Delivery,Medium,True,True
TICK00591,ORD01784,CUST0354,2024-02-20,Product,Product quality is not good compared to description,Low,Closed,5.0,3.0,Product,Low,True,True
TICK00592,ORD01288,CUST0511,2024-02-05,App/Website,Unable to login to my account,Medium,Closed,7.0,2.0,App/Website,Low,True,False
TICK00593,ORD00742,CUST0382,2024-12-08,Product,Received damaged product and box was opened,High,Closed,2.0,4.0,Product,High,True,True
TICK00594,ORD01583,CUST0714,2024-07-25,Return,Return process is taking too much time,Low,Open,,,Return,Medium,True,False
TICK00595,ORD00290,CUST0211,2024-10-19,Payment,Payment status is showing pending,Low,Open,,,Payment,Low,True,True
TICK00596,ORD01775,CUST0651,2024-06-17,Delivery,Delivery partner did not call before marking delivery failed,Medium,Closed,6.0,1.0,Delivery,Low,True,False
TICK00597,ORD00986,CUST0693,2024-08-16,Product,Product quality is not good compared to description,Low,Closed,8.0,2.0,Product,Low,True,True
TICK00598,ORD00695,CUST0230,2024-02-08,Payment,Cash on Delivery option is not available,High,Closed,5.0,1.0,Delivery,Low,False,False
TICK00599,ORD00014,CUST0662,2024-08-21,Refund,Refund status is not updated,Medium,Open,,,Refund,Low,True,False
TICK00600,ORD02203,CUST0327,2024-09-23,Return,Return request is not getting approved,Low,Closed,4.0,4.0,Return,Medium,True,False
TICK00601,ORD00824,CUST0707,2024-06-15,App/Website,Coupon code is not applying,High,Closed,5.0,2.0,App/Website,Low,True,False
TICK00602,ORD02226,CUST0774,2024-08-10,Payment,Payment failed but amount was deducted,Medium,Closed,1.0,1.0,Payment,High,True,False
TICK00603,ORD01109,CUST0556,2024-06-27,Payment,Cash on Delivery option is not available,Low,Open,,,Delivery,Low,False,True
TICK00604,ORD01031,CUST0257,2024-05-01,Return,Return request is not getting approved,Low,Closed,7.0,5.0,Return,Medium,True,False
TICK00605,ORD01308,CUST0424,2024-11-24,App/Website,Unable to login to my account,Low,Closed,1.0,2.0,App/Website,Low,True,True
TICK00606,ORD00127,CUST0522,2024-08-11,App/Website,Unable to login to my account,High,Closed,5.0,4.0,App/Website,Low,True,False
TICK00607,ORD01046,CUST0780,2024-08-10,App/Website,Coupon code is not applying,Low,Closed,1.0,2.0,App/Website,Low,True,True
TICK00608,ORD01853,CUST0213,2024-04-27,Product,Product quality is not good compared to description,Low,Escalated,2.0,,Product,Low,True,True
TICK00609,ORD00561,CUST0733,2024-12-14,Return,Return pickup has not been completed,Low,Closed,8.0,3.0,Return,Medium,True,False
TICK00610,ORD02483,CUST0534,2024-02-10,Return,I am unable to schedule return pickup,Low,Escalated,3.0,,Return,Medium,True,False
TICK00611,ORD01796,CUST0549,2024-10-07,Return,Return pickup has not been completed,Medium,Closed,5.0,4.0,Return,Medium,True,True
TICK00612,ORD01077,CUST0408,2024-09-21,Return,Return process is taking too much time,Low,Open,,,Return,Medium,True,False
TICK00613,ORD02199,CUST0376,2024-10-01,Product,Product is not working properly,Medium,Closed,7.0,5.0,Product,Low,True,False
TICK00614,ORD01428,CUST0647,2024-01-17,Product,Product is not working properly,Low,Open,,,Product,Low,True,True
TICK00615,ORD00028,CUST0470,2024-09-12,Delivery,Package tracking is not updating properly,Medium,Closed,6.0,2.0,Other,Low,False,False
TICK00616,ORD00899,CUST0600,2024-05-07,Return,Return process is taking too much time,Medium,Open,,,Return,Medium,True,True
TICK00617,ORD00321,CUST0123,2024-06-02,Product,Product is not working properly,High,Closed,8.0,1.0,Product,Low,True,False
TICK00618,ORD00965,CUST0711,2024-02-24,Refund,Refund amount is incorrect,Low,Closed,6.0,5.0,Refund,Low,True,True
TICK00619,ORD00148,CUST0180,2024-05-14,Refund,Refund is delayed for more than one week,High,Escalated,1.0,,Refund,Medium,True,False
TICK00620,ORD00310,CUST0425,2024-03-22,App/Website,Unable to login to my account,High,Escalated,6.0,,App/Website,Low,True,False
TICK00621,ORD02336,CUST0046,2024-10-19,Return,I am unable to schedule return pickup,High,Closed,5.0,2.0,Return,Medium,True,False
TICK00622,ORD02276,CUST0132,2024-06-17,App/Website,App is crashing during checkout,Medium,Open,,,Payment,Low,False,False
TICK00623,ORD02108,CUST0102,2024-09-04,Delivery,Package tracking is not updating properly,Medium,Closed,3.0,3.0,Other,Low,False,False
TICK00624,ORD02090,CUST0120,2024-12-19,Delivery,Order was delivered very late,Medium,Closed,7.0,3.0,Delivery,Medium,True,True
TICK00625,ORD00067,CUST0115,2024-07-13,Delivery,My order is delayed and I have not received any update,Medium,Closed,8.0,3.0,Delivery,Medium,True,True
TICK00626,ORD01418,CUST0070,2024-11-27,Return,Return request is not getting approved,Medium,Open,,,Return,Medium,True,True
TICK00627,ORD01360,CUST0180,2024-05-18,Refund,Refund not received even after return pickup,Low,Escalated,4.0,,Refund,High,True,False
TICK00628,ORD00378,CUST0055,2024-02-09,Product,Product quality is not good compared to description,Medium,Closed,3.0,2.0,Product,Low,True,False
TICK00629,ORD02240,CUST0203,2024-01-18,Payment,Unable to complete payment using UPI,Low,Open,,,Payment,Low,True,True
TICK00630,ORD01267,CUST0281,2024-09-14,Refund,Refund not received even after return pickup,Low,Closed,8.0,5.0,Refund,High,True,False
TICK00631,ORD00434,CUST0373,2024-12-22,Refund,Refund status is not updated,Medium,Closed,9.0,1.0,Refund,Low,True,False
TICK00632,ORD01001,CUST0607,2024-03-16,Product,Product quality is not good compared to description,Low,Closed,7.0,5.0,Product,Low,True,True
TICK00633,ORD01085,CUST0137,2024-05-31,Delivery,Order was delivered very late,High,Closed,9.0,2.0,Delivery,Medium,True,False
TICK00634,ORD00216,CUST0711,2024-09-11,App/Website,App is crashing during checkout,High,Closed,2.0,2.0,Payment,Low,False,False
TICK00635,ORD01502,CUST0633,2024-12-06,Return,Return process is taking too much time,Low,Closed,8.0,4.0,Return,Medium,True,False
TICK00636,ORD01604,CUST0016,2024-10-13,Return,Return process is taking too much time,Medium,Closed,6.0,1.0,Return,Medium,True,True
TICK00637,ORD00509,CUST0750,2024-10-19,Refund,Refund amount is incorrect,Medium,Open,,,Refund,Low,True,False
TICK00638,ORD00311,CUST0213,2024-06-17,Product,Wrong product was delivered,High,Escalated,3.0,,Product,Low,True,False
TICK00639,ORD02358,CUST0656,2024-11-26,Return,I am unable to schedule return pickup,High,Closed,3.0,5.0,Return,Medium,True,False
TICK00640,ORD00963,CUST0501,2024-11-25,Delivery,Package tracking is not updating properly,Low,Closed,6.0,1.0,Other,Low,False,True
TICK00641,ORD00325,CUST0167,2024-11-02,Product,Wrong product was delivered,Medium,Open,,,Product,Low,True,False
TICK00642,ORD00925,CUST0649,2024-09-09,Product,Product is not working properly,Low,Escalated,9.0,,Product,Low,True,True
